__v,_id,approved,audioPlayer,audioShuffle,audioSticky,audioVolume,audios,availabilityStatus,avatarPosition,avatarUrl,backgroundDuration,backgroundLoop,backgroundShuffle,backgrounds,bannerPosition,bannerUrl,bio,contactMethods,createdAt,customization,description,displayName,featured,featuredProjects,github,headline,isPremium,isStaff,isVerified,lastSeen,likes,linkedin,location,premiumFeatures,profileBackgroundPosition,profileBadges,profileImages,role,roles,slug,status,tags,tools,twitter,updatedAt,userId,username,verificationBadge,views,website,weeklyLikes,weeklyViews
"""696ea982c29dd0c813ccfafc""","""696ea981c29dd0c813ccfaf4""",zionistqr069,zionistqr069,zionistqr,ישראל היא הבית שלי,גאה להיות ישראלי,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Vue"",""React"",""Kubernetes"",""Photoshop""]","[""Creative Director""]",Creative Director,[],[],false,center,[],"{""primaryColor"":""#EC4899"",""secondaryColor"":""#3B82F6"",""positioning"":""center"",""theme"":""modern"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:00:34.214Z,2026-01-19T22:00:34.229Z,2026-01-19T22:00:34.214Z,0
"""696ea989c29dd0c813ccfb33""","""696ea988c29dd0c813ccfb2b""",jerusalem1s2647,jerusalem1s2647,jerusalem1s2,ישראל היא הבית שלי,ישראלי גאה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""React"",""AWS"",""JavaScript""]","[""Backend Developer""]",Backend Developer,[],[],false,center,[],"{""primaryColor"":""#8B5CF6"",""secondaryColor"":""#EC4899"",""positioning"":""right"",""theme"":""default"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:00:41.870Z,2026-01-19T22:00:41.891Z,2026-01-19T22:00:41.870Z,0
"""696eaa0ec29dd0c813ccfc0c""","""696eaa0dc29dd0c813ccfc02""",israelilovebt156824,israelilovebt156824,israelilovebt,ישראל לנצח,תומך בישראל,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""TypeScript"",""Kubernetes"",""Vue"",""Illustrator""]","[""Frontend Developer""]",Frontend Developer,[],[],false,center,[],"{""primaryColor"":""#F59E0B"",""secondaryColor"":""#8B5CF6"",""positioning"":""left"",""theme"":""modern"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:02:54.398Z,2026-01-19T22:02:54.419Z,2026-01-19T22:02:54.398Z,0
"""696eaa14c29dd0c813ccfc26""","""696eaa13c29dd0c813ccfc1e""",netanyahurocks22awl5758,netanyahurocks22awl5758,netanyahurocks22awl,ישראל חזקה,ישראל לנצח,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""AWS"",""Docker"",""JavaScript"",""Photoshop""]","[""Backend Developer""]",Backend Developer,[],[],false,center,[],"{""primaryColor"":""#F97316"",""secondaryColor"":""#3B82F6"",""positioning"":""left"",""theme"":""portfolio"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:03:00.965Z,2026-01-19T22:03:00.982Z,2026-01-19T22:03:00.965Z,0
"""696eaa1bc29dd0c813ccfc40""","""696eaa1ac29dd0c813ccfc2c""",zionistub38p49267,zionistub38p49267,zionistub38p,תומך בישראל,ישראל לנצח,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Adobe XD"",""Vue"",""Kubernetes"",""React""]","[""Marketing Manager""]",Marketing Manager,[],[],false,center,[],"{""primaryColor"":""#8B5CF6"",""secondaryColor"":""#F97316"",""positioning"":""right"",""theme"":""default"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:03:07.396Z,2026-01-19T22:03:07.418Z,2026-01-19T22:03:07.396Z,0
"""696eaa22c29dd0c813ccfc4b""","""696eaa21c29dd0c813ccfc43""",netanyahurockshs0c144208,netanyahurockshs0c144208,netanyahurockshs0c1,גאה להיות ישראלי,ישראל חזקה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Python""]","[""Backend Developer""]",Backend Developer,[],[],false,center,[],"{""primaryColor"":""#10B981"",""secondaryColor"":""#EC4899"",""positioning"":""right"",""theme"":""simplistic"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:03:14.029Z,2026-01-19T22:03:14.046Z,2026-01-19T22:03:14.029Z,0
"""696eaa28c29dd0c813ccfc56""","""696eaa27c29dd0c813ccfc4e""",netanyahusupporter28i86319,netanyahusupporter28i86319,netanyahusupporter28i,תומך בנטניהו,תומך בישראל,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Kubernetes""]","[""Content Creator""]",Content Creator,[],[],false,center,[],"{""primaryColor"":""#6366F1"",""secondaryColor"":""#8B5CF6"",""positioning"":""left"",""theme"":""modern"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:03:20.329Z,2026-01-19T22:03:20.347Z,2026-01-19T22:03:20.329Z,0
"""696eaa35c29dd0c813ccfc9d""","""696eaa34c29dd0c813ccfc95""",israelpowergc790051,israelpowergc790051,israelpowergc,תומך בישראל,ישראל חזקה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Kubernetes"",""GCP""]","[""Graphic Designer""]",Graphic Designer,[],[],false,center,[],"{""primaryColor"":""#EF4444"",""secondaryColor"":""#6366F1"",""positioning"":""center"",""theme"":""blue"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:03:33.584Z,2026-01-19T22:03:33.607Z,2026-01-19T22:03:33.585Z,0
"""696eaa3bc29dd0c813ccfca8""","""696eaa3ac29dd0c813ccfca0""",israelilove6g7719,israelilove6g7719,israelilove6g,ישראל היא הבית שלי,ישראל חזקה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Python"",""TypeScript"",""JavaScript""]","[""Backend Developer""]",Backend Developer,[],[],false,center,[],"{""primaryColor"":""#EF4444"",""secondaryColor"":""#F59E0B"",""positioning"":""center"",""theme"":""modern"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:03:39.873Z,2026-01-19T22:03:39.889Z,2026-01-19T22:03:39.873Z,0
"""696eaa42c29dd0c813ccfcb3""","""696eaa41c29dd0c813ccfcab""",bibi2024yrd906348,bibi2024yrd906348,bibi2024yrd,תומך בישראל,גאה להיות ישראלי,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""AWS"",""GCP""]","[""Graphic Designer""]",Graphic Designer,[],[],false,center,[],"{""primaryColor"":""#3B82F6"",""secondaryColor"":""#6366F1"",""positioning"":""left"",""theme"":""default"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:03:46.160Z,2026-01-19T22:03:46.175Z,2026-01-19T22:03:46.160Z,0
"""696eaa48c29dd0c813ccfcd6""","""696eaa48c29dd0c813ccfcce""",israeldefense9lb0196,israeldefense9lb0196,israeldefense9lb,תומך בישראל,ישראל חזקה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""AWS""]","[""Marketing Manager""]",Marketing Manager,[],[],false,center,[],"{""primaryColor"":""#EF4444"",""secondaryColor"":""#EC4899"",""positioning"":""center"",""theme"":""simplistic"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:03:52.992Z,2026-01-19T22:03:53.011Z,2026-01-19T22:03:52.993Z,0
"""696eaaadc29dd0c813ccfd0e""","""696eaaacc29dd0c813ccfd06""",netanyahusupporter75233,netanyahusupporter75233,netanyahusupporter75,ישראל חזקה,ישראלי גאה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Adobe XD"",""Kubernetes""]","[""Graphic Designer""]",Graphic Designer,[],[],false,center,[],"{""primaryColor"":""#F59E0B"",""secondaryColor"":""#F97316"",""positioning"":""right"",""theme"":""simplistic"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:05:33.027Z,2026-01-19T22:05:33.044Z,2026-01-19T22:05:33.027Z,0
"""696eaab4c29dd0c813ccfd27""","""696eaab3c29dd0c813ccfd1f""",jerusalemaptb2597,jerusalemaptb2597,jerusalemaptb,גאה בישראל,ישראלי גאה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Figma"",""GCP"",""Adobe XD""]","[""Creative Director""]",Creative Director,[],[],false,center,[],"{""primaryColor"":""#10B981"",""secondaryColor"":""#EF4444"",""positioning"":""center"",""theme"":""portfolio"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:05:40.533Z,2026-01-19T22:05:40.552Z,2026-01-19T22:05:40.533Z,0
